"","x","y"
"427",1284.46489176713,5788.46266782446
"428",1991.03657342494,6902.78235466798
"429",1017.03067566268,5144.00954866343
"430",1916.47315444425,7345.66158722926
"431",1746.63916695863,6487.48488742194
"432",1911.78900375962,8244.45670841166
"433",1733.47986256704,6552.4333233753
"434",1130.83265884779,5283.56256747213
"435",1563.59975785017,5937.47905594124
"436",1720.45236756094,7699.46581075577
"437",1800.3695323132,7249.91069392264
"438",1123.513371218,4677.88412344236
"439",1500.24528242648,5694.4557289022
"440",1420.4709562473,5918.23426889574
"441",1512.06918130629,5695.009781696
"442",1137.73659104481,5602.52014633806
"443",1747.3904506769,6545.25382052166
"444",1013.21188360453,4542.86921206826
"445",1932.91729385965,7506.6950043013
"446",1740.36533781327,7227.98237169242
"447",1359.69072254375,5727.93963787874
"448",1889.62519471534,7669.47278507711
"449",1743.86660032906,8034.97380218187
"450",1865.1518332772,6798.92961044002
"451",1332.06085674465,5441.18666804987
"452",1480.61861866154,6108.19040386698
"453",1774.85315524973,6760.2270328256
"454",1265.47108846717,5247.94595142242
"455",1410.29915376566,5431.17523010742
"456",1116.47813091986,5461.93596581333
"457",1206.82663260959,4762.07740869757
"458",1114.90298062563,4719.01345467155
"459",1806.14415137097,7756.78550953455
"460",1432.45885870419,6171.33994449169
"461",1999.48367639445,7416.03941439304
"462",1996.26788171008,8536.62545676578
"463",1511.6964308545,5968.67121344967
"464",1404.87933997065,6031.04244871195
"465",1640.50787058659,6784.84297140817
"466",1533.92002894543,6698.20616812903
"467",1174.7948017437,5889.70734847888
"468",1051.50546808727,5896.56815147113
"469",1347.07053238526,6595.75943786509
"470",1207.33504928648,6037.29908257573
"471",1774.05218314379,6360.04623919307
"472",1089.33112514205,5086.88015933861
"473",1041.09632363543,5133.82640361209
"474",1950.0937985722,7640.2300076416
"475",1134.21522825956,4880.1986329392
"476",1355.31739285216,5689.31908558831
"477",1666.32803832181,6333.73864750903
"478",1756.7294863984,5811.59539332309
"479",1068.26218380593,4912.70644413884
"480",1895.44485509396,7363.98039722889
"481",1533.2275077235,5066.83175051094
"482",1129.97281225398,5397.48138522224
"483",1195.73452393524,4112.17137228417
"484",1257.11189652793,4711.47826272059
"485",1656.84582293034,7586.05875071111
"486",1201.75432809629,5428.82951941423
"487",1918.13939833082,7733.14020615083
"488",1143.34602211602,5122.0809828494
"489",1204.87342099659,5997.47098103158
"490",1446.95352483541,5773.98075115217
"491",1115.52223563194,5440.91796500164
"492",1147.07244816236,5328.27563742342
"493",1497.2318506334,7052.97588599656
"494",1790.9291870892,7373.13501885833
"495",1612.15868964791,6985.88378637902
"496",1884.81756066903,8027.83409939733
"497",1671.59548588097,5949.66863268053
"498",1597.51559630968,7276.96672578761
"499",1287.89022495039,6638.46897101981
"500",1334.10489931703,6298.39119645928
"501",1990.30016968027,7512.00144503604
"502",1164.03017705306,4581.12861059059
"503",1919.04702689499,7782.77814511788
"504",1170.11460033245,6068.37708349939
"505",1808.8966938667,7747.14088493701
"506",1352.44405176491,5776.50365309826
"507",1802.99439327791,7622.88930027213
"508",1689.30351501331,6642.33939141979
"509",1454.66742920689,6837.5791265484
"510",1621.24866410159,6418.44403766527
"511",1577.73593859747,6520.43966138331
"512",1584.86772142351,6939.57794986108
"513",1689.65323525481,6882.1516817836
"514",1991.419514874,7128.28495440104
"515",1061.81109929457,5245.39278489137
"516",1902.35632006079,7620.3547167071
"517",1789.9552793242,6599.87288672689
"518",1325.36755781621,5869.98622117312
"519",1080.06416331045,4325.44511338514
"520",1332.75362686254,5757.01770973454
"521",1398.62163038924,6645.4917465607
"522",1082.85484393127,5917.88998164883
"523",1984.73133891821,7917.44238020841
"524",1183.8032854721,5624.12025448869
"525",1282.47759817168,4707.52521049585
"526",1446.90884999,6229.62441441694
"527",1980.1355432719,8304.73074945529
"528",1317.20219063573,6081.85182098535
"529",1291.63326625712,6763.55306985884
"530",1050.2665983513,5205.13153798793
"531",1287.68953238614,5419.45634741308
"532",1512.17877794988,6656.95739267076
"533",1630.52230793983,6417.47172220735
"534",1542.78184031136,6081.95618014274
"535",1326.68781187385,5850.3989078303
"536",1665.66274524666,6564.66454814219
"537",1108.00559865311,5142.97377950181
"538",1437.61823209934,6415.9017451161
"539",1675.76044937596,6647.96193844563
"540",1449.13944951259,5669.60876927782
"541",1506.16167811677,7221.05201698506
"542",1310.0337558426,4849.86219118392
"543",1081.30508544855,5247.38718438822
"544",1733.24322910048,7715.25168916019
"545",1440.11138752103,6456.91536958708
"546",1125.23071141914,5014.57694563137
"547",1395.45573387295,6010.3920760284
"548",1520.82952088676,6624.3939136326
"549",1629.53507294878,7098.26528174916
"550",1509.57661285065,6764.86612434699
"551",1925.13635824434,6385.95426079841
"552",1106.70891078189,4925.36689368726
"553",1348.48263766617,6051.52019019387
"554",1893.22802005336,7594.85712025389
"555",1297.24725219421,5688.93215237951
"556",1729.48182048276,6568.37543646534
"557",1105.31325126067,4731.78125157483
"558",1889.68213321641,7959.33372841711
"559",1876.82107184082,6607.45878861809
"560",1768.0175236892,7280.45987621901
"561",1336.68090449646,5909.17438687157
"562",1018.43248982914,5935.22744979082
"563",1931.80709634908,7724.71268535909
"564",1646.70599321835,6586.59154000477
"565",1273.28780922107,7006.74851358312
"566",1466.02275664918,6147.84590916816
"567",1776.37388790026,7020.311172291
"568",1096.10469057225,4791.99745690597
"569",1400.11221566238,5881.87412584876
"570",1523.61777075566,5233.19198458097
"571",1451.26785431057,6849.44216800224
"572",1233.80641895346,5321.44199134921
"573",1245.49386906438,5136.39427648578
"574",1557.96160548925,6462.93920366394
"575",1496.86616635881,5941.44216628913
"576",1325.84071205929,5008.45159019091
"577",1564.03866992332,6465.98720783453
"578",1031.73149190843,4935.02762025446
"579",1925.43307808228,6772.33883254762
"580",1897.44912646711,8004.60880289644
"581",1673.83328569122,6877.795637315
"582",1906.23617405072,6845.15623822885
"583",1401.2863279786,5494.50121969524
"584",1342.54116704687,5744.99896016871
"585",1576.34450402111,7630.52768923026
"586",1894.88979405724,7411.40579504608
"587",1070.13763906434,5745.59642508316
"588",1476.07252444141,6994.74544891563
"589",1388.18992348388,5574.73703008495
"590",1012.42659706622,4541.85648268118
"591",1425.29051098973,5790.22087303151
"592",1807.61007545516,8104.3539864375
"593",1623.46829054877,6464.95101312925
"594",1381.10394449905,5493.3572965094
"595",1241.84588552453,6331.40624803703
"596",1451.10263442621,6096.20231258458
"597",1824.20799368992,7991.53160475715
"598",1616.13256274723,6795.65103898463
"599",1878.87266022153,8088.4646154713
"600",1598.9986511413,6870.07945097875
"601",1017.52418815158,4139.822340822
"602",1689.72898973152,6951.17298623316
"603",1385.21361979656,5967.50736488947
"604",1578.64672550932,6629.91640034188
"605",1421.19476455264,6547.54873180732
"606",1544.12815812975,6116.77278641939
"607",1893.59083399177,7748.0571821162
"608",1925.73004472069,7759.60891732844
"609",1349.16477859952,7083.33083214005
"610",1172.88638092577,5394.77952276513
"611",1236.51065537706,5328.2519072361
"612",1425.82373786718,6390.32108872757
"613",1713.39880698361,7242.59849199158
"614",1718.01850316115,6309.00106045618
"615",1673.0753115844,6707.46951745087
"616",1517.78951636516,6736.89926305039
"617",1167.57248016074,5147.62008534113
"618",1175.72218598798,5956.24033175234
"619",1262.41226796992,6046.42218571351
"620",1674.84013154171,7420.62834711596
"621",1027.55764639005,5353.58696628845
"622",1006.08149473555,4187.70029835783
"623",1518.95898068324,6017.74378807019
"624",1614.23636693507,5641.24532460803
"625",1619.41981664859,6404.75749464338
"626",1066.74992362969,4258.74946469482
"627",1199.60067770444,4442.90407314616
"628",1804.73900190555,6541.7982966884
"629",1394.97775607742,6627.75010887184
"630",1480.52665311843,6503.3472351312
"631",1920.83120904863,7507.96586308287
"632",1650.14439681545,6433.66942097965
"633",1872.39272682928,7071.1128729357
"634",1854.6216392424,8757.20128111587
"635",1984.45077193901,7189.16849808665
"636",1711.67849632911,7223.61527416506
"637",1939.93545346893,7351.0901063232
"638",1336.58612589352,4947.63011831351
"639",1320.98058494739,5933.94366948496
"640",1299.08464034088,5780.19940835043
"641",1228.10054174624,5184.97798655813
"642",1591.60396060906,6518.11457938046
"643",1660.12272890657,6720.53782051815
"644",1527.9422220774,5731.49111536781
"645",1971.93363378756,7068.3271413475
"646",1237.961380044,5931.63139024004
"647",1638.80735985003,6848.04292636778
"648",1784.96097307652,6842.67951930709
"649",1806.38763890602,7607.14469050516
"650",1849.23075814731,7914.66783165902
"651",1156.84927697293,4951.19114468358
"652",1232.97464312054,5730.6668880404
"653",1625.56218123063,7130.7566824067
"654",1801.11473472789,7893.47534787372
"655",1752.83527886495,7012.24961367909
"656",1046.19182180613,5076.14943817944
"657",1639.81084502302,6560.72964032668
"658",1166.65821196511,5502.14486779077
"659",1058.01321752369,4840.45232976592
"660",1102.32971888036,5538.27880122864
"661",1243.61533555202,6566.9668294949
"662",1361.61276535131,6405.39052473264
"663",1338.06853624992,6792.62189686312
"664",1102.69191907719,5060.89548002098
"665",1809.20119094662,6360.07881263351
"666",1817.14458065107,7261.74444926095
"667",1804.35167206451,8062.87959271133
"668",1151.63874346763,4969.26064662762
"669",1429.34811557643,6487.18088646221
"670",1587.59818947874,6982.91963787422
"671",1680.51982624456,6865.34396326229
"672",1488.49453544244,6623.97798051279
"673",1511.05777872726,6145.39671426639
"674",1361.68278404512,6169.56267920387
"675",1211.02136699483,6045.84547575481
"676",1280.42031405494,6541.6291737032
"677",1176.67450313456,4770.41338176245
"678",1843.29786594026,7029.17857320613
"679",1888.74767790549,7469.97607997952
"680",1945.03444829024,7715.4796787007
"681",1039.8579814937,5152.34334644698
"682",1973.75016170554,7207.60313209853
"683",1442.61516258121,6600.77891393513
"684",1143.38398445398,5526.79038492403
"685",1979.23338436522,7435.70043480215
"686",1837.7210253384,7361.23680352061
"687",1895.46430041082,7769.94215688227
"688",1776.25278383493,7237.54742089707
"689",1630.48207690008,6714.08309167546
"690",1718.3794460725,6997.29294189088
"691",1164.80285744183,5491.86764866198
"692",1669.90411048755,6240.29059211058
"693",1970.8848062437,6668.70729420956
"694",1452.5394293014,6790.16187544922
"695",1219.3672338035,6417.47542272069
"696",1590.97965364344,6367.71314087178
"697",1199.55525058322,6047.64716248942
"698",1844.34813749976,7904.17519112421
"699",1614.16967236437,6997.27143844773
"700",1959.17040319182,7977.3777565467
"701",1876.44823547453,7749.35499701877
"702",1144.08121956512,4421.49854831082
"703",1691.14483613521,7055.64638310606
"704",1175.8207201492,5035.61669693444
"705",1445.66114293411,6357.41706604299
"706",1122.43826524355,5270.38270837958
"707",1240.85755390115,5305.17143675501
"708",1610.7160532847,5834.38010001863
"709",1565.69148181006,6322.52435412726
"710",1816.03432074189,8340.21231104461
"711",1380.32563892193,5330.64418211861
"712",1105.87373608723,5090.56366573907
"713",1293.35968056694,5254.61210531794
"714",1807.92536120862,7489.06106964783
"715",1688.46554122865,6485.42031538195
"716",1228.02530205809,5927.90618523898
"717",1889.83273133636,8158.9769533205
"718",1627.43777805008,6871.15229322314
"719",1218.50042371079,4849.90483760548
"720",1536.32195224054,5836.58294728419
"721",1417.7674620878,5005.18676370746
"722",1854.98800780624,7168.62537519918
"723",1831.84178592637,7406.13271577182
"724",1775.40277200751,6010.418476991
"725",1407.95808541588,5754.10743132831
"726",1436.01231463253,6138.97235163928
"727",1090.39756865241,4852.24071327734
"728",1740.32375682145,7283.71440819252
"729",1977.8719607275,7549.70222152883
"730",1722.00259706005,8049.61738380573
"731",1998.01625567488,8091.97841916618
"732",1039.12573494017,5825.60115870633
"733",1056.90859095193,5608.3226896591
"734",1032.67343621701,3899.86161530074
"735",1858.14994806424,7434.94973638373
"736",1910.27056402527,7511.80490154227
